# format: as|source|type
# date: 20200101
# name: as2type
# exe: type-convert-amogh.pl
# files: 20200101.merged.class.txt
# types: Content|Enterprise|Transit/Access
2118|CAIDA_class|Transit/Access
2119|peerDB_class|Transit/Access
2121|CAIDA_class|Transit/Access
2128|CAIDA_class|Transit/Access
2129|CAIDA_class|Enterprise
2134|peerDB_class|Enterprise
2140|CAIDA_class|Transit/Access
2143|CAIDA_class|Transit/Access
2147|CAIDA_class|Transit/Access
2148|CAIDA_class|Transit/Access
2149|CAIDA_class|Enterprise
2152|CAIDA_class|Transit/Access
2153|CAIDA_class|Content
2158|CAIDA_class|Transit/Access
2159|CAIDA_class|Transit/Access
2160|CAIDA_class|Transit/Access
2161|CAIDA_class|Transit/Access
2162|CAIDA_class|Transit/Access
2164|CAIDA_class|Transit/Access
2165|manual_class|Enterprise
2166|CAIDA_class|Enterprise
2173|CAIDA_class|Transit/Access
2187|CAIDA_class|Transit/Access
2198|CAIDA_class|Transit/Access
2199|CAIDA_class|Transit/Access
2200|CAIDA_class|Transit/Access
2202|CAIDA_class|Transit/Access
2259|CAIDA_class|Transit/Access
2263|CAIDA_class|Transit/Access
2269|CAIDA_class|Transit/Access
2274|CAIDA_class|Transit/Access
2278|CAIDA_class|Enterprise
2280|CAIDA_class|Transit/Access
2300|CAIDA_class|Enterprise
2379|CAIDA_class|Transit/Access
2381|CAIDA_class|Transit/Access
2384|CAIDA_class|Transit/Access
2386|CAIDA_class|Transit/Access
2418|CAIDA_class|Transit/Access
2426|CAIDA_class|Transit/Access
2439|CAIDA_class|Transit/Access
2445|manual_class|Enterprise
2450|CAIDA_class|Transit/Access
2457|CAIDA_class|Transit/Access
2462|CAIDA_class|Enterprise
2470|CAIDA_class|Transit/Access
2471|CAIDA_class|Transit/Access
2472|CAIDA_class|Transit/Access
2484|CAIDA_class|Content
2485|CAIDA_class|Enterprise
2486|CAIDA_class|Transit/Access
2488|CAIDA_class|Transit/Access
2494|CAIDA_class|Transit/Access
2495|CAIDA_class|Transit/Access
2496|CAIDA_class|Transit/Access
2497|peerDB_class|Transit/Access
2500|CAIDA_class|Transit/Access
2501|CAIDA_class|Transit/Access
2504|CAIDA_class|Transit/Access
2505|CAIDA_class|Transit/Access
2506|CAIDA_class|Transit/Access
2508|CAIDA_class|Transit/Access
2510|peerDB_class|Transit/Access
2511|CAIDA_class|Transit/Access
2512|CAIDA_class|Enterprise
2513|CAIDA_class|Enterprise
2514|peerDB_class|Transit/Access
2515|CAIDA_class|Content
2516|peerDB_class|Transit/Access
2518|peerDB_class|Transit/Access
2519|peerDB_class|Transit/Access
2522|CAIDA_class|Transit/Access
2523|CAIDA_class|Transit/Access
2526|CAIDA_class|Transit/Access
2527|peerDB_class|Transit/Access
2529|peerDB_class|Transit/Access
2532|CAIDA_class|Enterprise
2534|CAIDA_class|Transit/Access
2535|CAIDA_class|Transit/Access
2538|CAIDA_class|Transit/Access
2539|CAIDA_class|Enterprise
2541|CAIDA_class|Enterprise
2544|peerDB_class|Transit/Access
2546|CAIDA_class|Transit/Access
2547|CAIDA_class|Transit/Access
2549|CAIDA_class|Transit/Access
2552|CAIDA_class|Transit/Access
2553|CAIDA_class|Transit/Access
2554|CAIDA_class|Content
2559|CAIDA_class|Transit/Access
2560|CAIDA_class|Transit/Access
2561|CAIDA_class|Transit/Access
2562|CAIDA_class|Transit/Access
2563|CAIDA_class|Transit/Access
2567|CAIDA_class|Transit/Access
2568|CAIDA_class|Transit/Access
2570|CAIDA_class|Enterprise
2571|CAIDA_class|Content
2572|CAIDA_class|Transit/Access
2575|CAIDA_class|Enterprise
2576|CAIDA_class|Transit/Access
2577|manual_class|Enterprise
2578|CAIDA_class|Enterprise
2579|CAIDA_class|Transit/Access
2583|CAIDA_class|Transit/Access
2585|CAIDA_class|Transit/Access
2586|CAIDA_class|Transit/Access
2587|CAIDA_class|Enterprise
2588|peerDB_class|Transit/Access
2589|CAIDA_class|Transit/Access
2590|peerDB_class|Transit/Access
2591|CAIDA_class|Transit/Access
2592|CAIDA_class|Transit/Access
2593|CAIDA_class|Transit/Access
2594|peerDB_class|Content
2595|CAIDA_class|Transit/Access
2596|CAIDA_class|Transit/Access
2597|CAIDA_class|Transit/Access
2598|CAIDA_class|Enterprise
2600|CAIDA_class|Enterprise
2601|CAIDA_class|Enterprise
2602|CAIDA_class|Transit/Access
2603|CAIDA_class|Transit/Access
2606|peerDB_class|Transit/Access
2607|CAIDA_class|Transit/Access
2609|peerDB_class|Transit/Access
2611|CAIDA_class|Transit/Access
2612|CAIDA_class|Transit/Access
2613|CAIDA_class|Enterprise
2614|CAIDA_class|Transit/Access
2615|peerDB_class|Enterprise
2621|CAIDA_class|Transit/Access
2629|CAIDA_class|Transit/Access
2631|CAIDA_class|Transit/Access
2634|CAIDA_class|Transit/Access
2635|peerDB_class|Content
2636|CAIDA_class|Transit/Access
2637|manual_class|Enterprise
2639|CAIDA_class|Content
2640|CAIDA_class|Transit/Access
2641|CAIDA_class|Transit/Access
2642|CAIDA_class|Enterprise
2643|CAIDA_class|Transit/Access
2646|CAIDA_class|Enterprise
2647|peerDB_class|Transit/Access
2648|CAIDA_class|Enterprise
2650|CAIDA_class|Transit/Access
2653|CAIDA_class|Transit/Access
2665|CAIDA_class|Content
2675|CAIDA_class|Transit/Access
2680|CAIDA_class|Transit/Access
2681|CAIDA_class|Transit/Access
2682|CAIDA_class|Transit/Access
2683|CAIDA_class|Transit/Access
2685|peerDB_class|Transit/Access
2686|peerDB_class|Transit/Access
2687|peerDB_class|Transit/Access
2688|peerDB_class|Transit/Access
2695|CAIDA_class|Transit/Access
2697|CAIDA_class|Transit/Access
2698|CAIDA_class|Transit/Access
2700|CAIDA_class|Enterprise
2701|CAIDA_class|Transit/Access
2703|CAIDA_class|Transit/Access
2705|CAIDA_class|Enterprise
2706|CAIDA_class|Transit/Access
2707|CAIDA_class|Transit/Access
2708|CAIDA_class|Enterprise
2711|peerDB_class|Transit/Access
2712|CAIDA_class|Transit/Access
2714|CAIDA_class|Transit/Access
2715|manual_class|Enterprise
2716|CAIDA_class|Transit/Access
2717|CAIDA_class|Transit/Access
2721|CAIDA_class|Transit/Access
2722|CAIDA_class|Transit/Access
2723|CAIDA_class|Transit/Access
2726|CAIDA_class|Transit/Access
2727|CAIDA_class|Transit/Access
2728|CAIDA_class|Transit/Access
2730|CAIDA_class|Transit/Access
2731|peerDB_class|Transit/Access
2732|CAIDA_class|Transit/Access
2733|CAIDA_class|Transit/Access
2734|peerDB_class|Transit/Access
2735|CAIDA_class|Transit/Access
2738|CAIDA_class|Enterprise
2740|CAIDA_class|Enterprise
2749|CAIDA_class|Transit/Access
2756|CAIDA_class|Transit/Access
2763|CAIDA_class|Transit/Access
2764|CAIDA_class|Transit/Access
2768|CAIDA_class|Enterprise
2769|CAIDA_class|Transit/Access
2792|peerDB_class|Transit/Access
2799|CAIDA_class|Enterprise
2818|peerDB_class|Content
2821|CAIDA_class|Content
2823|CAIDA_class|Enterprise
2824|CAIDA_class|Transit/Access
2827|CAIDA_class|Enterprise
2828|peerDB_class|Transit/Access
2830|CAIDA_class|Transit/Access
2831|CAIDA_class|Transit/Access
2833|CAIDA_class|Transit/Access
2837|CAIDA_class|Transit/Access
2838|CAIDA_class|Enterprise
2839|CAIDA_class|Transit/Access
2840|CAIDA_class|Transit/Access
2841|CAIDA_class|Transit/Access
2842|CAIDA_class|Transit/Access
2843|CAIDA_class|Transit/Access
2846|CAIDA_class|Transit/Access
2847|CAIDA_class|Transit/Access
2848|CAIDA_class|Transit/Access
2850|CAIDA_class|Transit/Access
2852|CAIDA_class|Transit/Access
2854|peerDB_class|Transit/Access
2856|peerDB_class|Transit/Access
2857|CAIDA_class|Transit/Access
2860|peerDB_class|Transit/Access
2861|CAIDA_class|Transit/Access
2863|CAIDA_class|Transit/Access
2864|CAIDA_class|Transit/Access
2865|CAIDA_class|Transit/Access
2872|CAIDA_class|Transit/Access
2874|CAIDA_class|Transit/Access
2875|CAIDA_class|Transit/Access
2876|CAIDA_class|Enterprise
2877|CAIDA_class|Enterprise
2882|CAIDA_class|Transit/Access
2886|CAIDA_class|Enterprise
2894|CAIDA_class|Transit/Access
2895|peerDB_class|Transit/Access
2897|CAIDA_class|Enterprise
2899|CAIDA_class|Transit/Access
2900|manual_class|Enterprise
2901|CAIDA_class|Transit/Access
2902|CAIDA_class|Transit/Access
2903|CAIDA_class|Enterprise
2904|CAIDA_class|Transit/Access
2905|CAIDA_class|Content
2906|peerDB_class|Content
2907|CAIDA_class|Transit/Access
2912|CAIDA_class|Transit/Access
2914|peerDB_class|Transit/Access
2920|CAIDA_class|Transit/Access
2923|CAIDA_class|Enterprise
2924|CAIDA_class|Enterprise
2928|CAIDA_class|Transit/Access
2933|CAIDA_class|Transit/Access
2936|CAIDA_class|Transit/Access
2939|manual_class|Enterprise
2941|CAIDA_class|Enterprise
3058|CAIDA_class|Content
3061|peerDB_class|Transit/Access
3064|peerDB_class|Content
3067|peerDB_class|Transit/Access
3073|CAIDA_class|Transit/Access
3081|CAIDA_class|Transit/Access
3083|CAIDA_class|Transit/Access
3084|CAIDA_class|Transit/Access
3087|CAIDA_class|Transit/Access
3095|CAIDA_class|Transit/Access
3096|CAIDA_class|Transit/Access
3097|CAIDA_class|Transit/Access
3104|CAIDA_class|Transit/Access
3107|CAIDA_class|Transit/Access
3108|CAIDA_class|Transit/Access
3112|CAIDA_class|Transit/Access
3118|CAIDA_class|Enterprise
3128|CAIDA_class|Transit/Access
3130|CAIDA_class|Transit/Access
3131|CAIDA_class|Transit/Access
3132|peerDB_class|Transit/Access
3134|CAIDA_class|Transit/Access
3136|CAIDA_class|Transit/Access
3140|CAIDA_class|Transit/Access
3141|CAIDA_class|Transit/Access
3144|CAIDA_class|Enterprise
3145|peerDB_class|Enterprise
3147|CAIDA_class|Transit/Access
3152|CAIDA_class|Enterprise
3161|CAIDA_class|Transit/Access
3163|CAIDA_class|Transit/Access
3164|CAIDA_class|Transit/Access
3165|peerDB_class|Transit/Access
3166|CAIDA_class|Transit/Access
3167|CAIDA_class|Enterprise
3168|CAIDA_class|Transit/Access
3169|peerDB_class|Transit/Access
3173|CAIDA_class|Enterprise
3175|peerDB_class|Content
3176|CAIDA_class|Transit/Access
3177|CAIDA_class|Content
3178|CAIDA_class|Transit/Access
3179|CAIDA_class|Transit/Access
3180|CAIDA_class|Enterprise
3181|CAIDA_class|Transit/Access
3185|CAIDA_class|Content
3186|peerDB_class|Transit/Access
3187|CAIDA_class|Enterprise
3188|peerDB_class|Content
3190|CAIDA_class|Enterprise
3191|CAIDA_class|Enterprise
3194|peerDB_class|Transit/Access
3196|CAIDA_class|Enterprise
3200|CAIDA_class|Transit/Access
3201|CAIDA_class|Enterprise
3202|CAIDA_class|Content
3203|CAIDA_class|Transit/Access
3204|peerDB_class|Transit/Access
3206|CAIDA_class|Enterprise
3208|CAIDA_class|Content
3209|peerDB_class|Transit/Access
3210|CAIDA_class|Transit/Access
3212|peerDB_class|Transit/Access
3213|peerDB_class|Transit/Access
3214|peerDB_class|Transit/Access
3215|peerDB_class|Transit/Access
3216|peerDB_class|Transit/Access
3217|CAIDA_class|Transit/Access
3218|CAIDA_class|Transit/Access
3219|CAIDA_class|Enterprise
3221|CAIDA_class|Transit/Access
3222|CAIDA_class|Transit/Access
3223|peerDB_class|Transit/Access
3225|peerDB_class|Transit/Access
3226|CAIDA_class|Content
3227|CAIDA_class|Enterprise
3229|CAIDA_class|Enterprise
3233|peerDB_class|Enterprise
3238|peerDB_class|Transit/Access
3239|CAIDA_class|Transit/Access
3240|CAIDA_class|Transit/Access
3241|CAIDA_class|Content
3242|peerDB_class|Transit/Access
3243|CAIDA_class|Transit/Access
3244|CAIDA_class|Transit/Access
3245|CAIDA_class|Transit/Access
3246|peerDB_class|Transit/Access
3247|CAIDA_class|Enterprise
3249|peerDB_class|Transit/Access
3250|peerDB_class|Content
3252|peerDB_class|Transit/Access
3253|CAIDA_class|Transit/Access
3254|CAIDA_class|Content
3255|peerDB_class|Transit/Access
3257|peerDB_class|Transit/Access
3259|CAIDA_class|Transit/Access
3260|manual_class|Enterprise
3261|peerDB_class|Transit/Access
3262|peerDB_class|Transit/Access
3263|CAIDA_class|Transit/Access
3264|CAIDA_class|Transit/Access
3265|peerDB_class|Transit/Access
3267|CAIDA_class|Transit/Access
3268|CAIDA_class|Transit/Access
3269|CAIDA_class|Transit/Access
3272|CAIDA_class|Transit/Access
3274|CAIDA_class|Transit/Access
3275|CAIDA_class|Enterprise
3276|CAIDA_class|Enterprise
3277|CAIDA_class|Transit/Access
3278|CAIDA_class|Transit/Access
3279|CAIDA_class|Enterprise
3280|peerDB_class|Enterprise
3281|CAIDA_class|Content
3283|CAIDA_class|Enterprise
3284|CAIDA_class|Enterprise
3285|CAIDA_class|Enterprise
3287|CAIDA_class|Enterprise
3288|CAIDA_class|Transit/Access
3289|CAIDA_class|Transit/Access
3290|CAIDA_class|Transit/Access
3291|CAIDA_class|Transit/Access
3292|peerDB_class|Transit/Access
3295|CAIDA_class|Transit/Access
3296|CAIDA_class|Transit/Access
3297|CAIDA_class|Transit/Access
3298|CAIDA_class|Transit/Access
3299|CAIDA_class|Transit/Access
3300|peerDB_class|Transit/Access
3301|peerDB_class|Transit/Access
3302|peerDB_class|Transit/Access
3303|peerDB_class|Transit/Access
3304|CAIDA_class|Enterprise
3306|CAIDA_class|Enterprise
3307|CAIDA_class|Transit/Access
3308|peerDB_class|Transit/Access
3311|CAIDA_class|Transit/Access
3312|CAIDA_class|Transit/Access
3313|CAIDA_class|Transit/Access
3314|CAIDA_class|Transit/Access
3316|CAIDA_class|Transit/Access
3319|CAIDA_class|Transit/Access
3320|peerDB_class|Transit/Access
3321|CAIDA_class|Enterprise
3323|CAIDA_class|Transit/Access
3324|peerDB_class|Transit/Access
3325|CAIDA_class|Transit/Access
3326|peerDB_class|Transit/Access
3327|peerDB_class|Transit/Access
3329|peerDB_class|Transit/Access
3330|CAIDA_class|Transit/Access
3331|peerDB_class|Transit/Access
3332|manual_class|Enterprise
3333|CAIDA_class|Content
3335|CAIDA_class|Transit/Access
3337|CAIDA_class|Transit/Access
3339|CAIDA_class|Transit/Access
3342|peerDB_class|Transit/Access
3343|CAIDA_class|Transit/Access
3347|CAIDA_class|Transit/Access
3348|CAIDA_class|Transit/Access
3351|CAIDA_class|Transit/Access
3352|peerDB_class|Transit/Access
3354|CAIDA_class|Transit/Access
3356|peerDB_class|Transit/Access
3359|CAIDA_class|Transit/Access
3361|peerDB_class|Transit/Access
3363|CAIDA_class|Transit/Access
3364|CAIDA_class|Transit/Access
3365|CAIDA_class|Enterprise
3366|CAIDA_class|Enterprise
3367|peerDB_class|Transit/Access
3369|CAIDA_class|Transit/Access
3371|CAIDA_class|Transit/Access
3372|CAIDA_class|Transit/Access
3373|CAIDA_class|Transit/Access
3374|CAIDA_class|Transit/Access
3375|CAIDA_class|Transit/Access
3376|CAIDA_class|Transit/Access
3377|CAIDA_class|Transit/Access
3378|CAIDA_class|Transit/Access
3379|CAIDA_class|Enterprise
3380|CAIDA_class|Transit/Access
3382|CAIDA_class|Transit/Access
3384|CAIDA_class|Transit/Access
3388|CAIDA_class|Transit/Access
3389|manual_class|Enterprise
3390|CAIDA_class|Transit/Access
3393|CAIDA_class|Enterprise
3397|peerDB_class|Transit/Access
3401|peerDB_class|Enterprise
3402|peerDB_class|Transit/Access
3408|CAIDA_class|Enterprise
3409|CAIDA_class|Enterprise
3410|CAIDA_class|Transit/Access
3411|CAIDA_class|Transit/Access
3412|CAIDA_class|Transit/Access
3421|CAIDA_class|Transit/Access
3422|CAIDA_class|Transit/Access
3423|CAIDA_class|Transit/Access
3424|CAIDA_class|Transit/Access
3425|CAIDA_class|Enterprise
3428|CAIDA_class|Enterprise
3431|CAIDA_class|Transit/Access
3432|CAIDA_class|Enterprise
3443|CAIDA_class|Transit/Access
3445|CAIDA_class|Transit/Access
3446|CAIDA_class|Enterprise
3447|CAIDA_class|Transit/Access
3449|CAIDA_class|Transit/Access
3450|CAIDA_class|Transit/Access
3452|CAIDA_class|Transit/Access
3454|CAIDA_class|Enterprise
3455|CAIDA_class|Enterprise
3456|CAIDA_class|Transit/Access
3457|CAIDA_class|Transit/Access
3458|CAIDA_class|Transit/Access
3459|CAIDA_class|Transit/Access
3462|peerDB_class|Transit/Access
3464|CAIDA_class|Transit/Access
3465|CAIDA_class|Transit/Access
3471|CAIDA_class|Transit/Access
3472|CAIDA_class|Transit/Access
3473|CAIDA_class|Transit/Access
3474|CAIDA_class|Transit/Access
3475|CAIDA_class|Transit/Access
3477|CAIDA_class|Transit/Access
3479|CAIDA_class|Transit/Access
3480|CAIDA_class|Transit/Access
3481|CAIDA_class|Enterprise
3482|CAIDA_class|Transit/Access
3484|CAIDA_class|Transit/Access
3488|CAIDA_class|Transit/Access
3491|peerDB_class|Transit/Access
3495|CAIDA_class|Transit/Access
3496|CAIDA_class|Transit/Access
3502|CAIDA_class|Transit/Access
3503|CAIDA_class|Transit/Access
3512|CAIDA_class|Transit/Access
3525|CAIDA_class|Transit/Access
3527|CAIDA_class|Transit/Access
3538|CAIDA_class|Transit/Access
3541|CAIDA_class|Transit/Access
3544|CAIDA_class|Transit/Access
3548|CAIDA_class|Transit/Access
3549|peerDB_class|Transit/Access
3550|CAIDA_class|Enterprise
3551|manual_class|Enterprise
3555|CAIDA_class|Transit/Access
3557|CAIDA_class|Transit/Access
3561|peerDB_class|Transit/Access
3562|CAIDA_class|Transit/Access
3565|CAIDA_class|Transit/Access
3571|CAIDA_class|Transit/Access
3573|CAIDA_class|Content
3576|CAIDA_class|Transit/Access
3577|CAIDA_class|Transit/Access
3580|peerDB_class|Transit/Access
3582|CAIDA_class|Transit/Access
3583|CAIDA_class|Transit/Access
3584|CAIDA_class|Transit/Access
3585|CAIDA_class|Transit/Access
3586|CAIDA_class|Enterprise
3592|CAIDA_class|Transit/Access
3593|CAIDA_class|Transit/Access
3595|peerDB_class|Content
3596|CAIDA_class|Transit/Access
3597|CAIDA_class|Transit/Access
3598|CAIDA_class|Transit/Access
3599|peerDB_class|Content
3601|peerDB_class|Content
3602|peerDB_class|Transit/Access
3603|CAIDA_class|Transit/Access
3605|peerDB_class|Transit/Access
3606|CAIDA_class|Transit/Access
3608|CAIDA_class|Transit/Access
3613|CAIDA_class|Enterprise
3614|CAIDA_class|Transit/Access
3620|CAIDA_class|Enterprise
3624|peerDB_class|Transit/Access
3630|CAIDA_class|Transit/Access
3633|peerDB_class|Enterprise
3634|CAIDA_class|Transit/Access
3635|CAIDA_class|Enterprise
3640|CAIDA_class|Transit/Access
3644|CAIDA_class|Transit/Access
3648|CAIDA_class|Transit/Access
3651|CAIDA_class|Transit/Access
3654|CAIDA_class|Transit/Access
3655|CAIDA_class|Transit/Access
3657|CAIDA_class|Transit/Access
3659|CAIDA_class|Transit/Access
3660|CAIDA_class|Enterprise
3661|manual_class|Enterprise
3662|CAIDA_class|Transit/Access
3663|CAIDA_class|Transit/Access
3671|CAIDA_class|Transit/Access
3676|CAIDA_class|Transit/Access
3677|CAIDA_class|Enterprise
3680|CAIDA_class|Transit/Access
3681|CAIDA_class|Transit/Access
3685|CAIDA_class|Transit/Access
3688|CAIDA_class|Transit/Access
3695|CAIDA_class|Transit/Access
3700|CAIDA_class|Transit/Access
3701|CAIDA_class|Transit/Access
3705|CAIDA_class|Enterprise
3707|CAIDA_class|Transit/Access
3709|CAIDA_class|Enterprise
3713|CAIDA_class|Transit/Access
3714|CAIDA_class|Transit/Access
3715|CAIDA_class|Transit/Access
3719|CAIDA_class|Transit/Access
3722|CAIDA_class|Transit/Access
3724|CAIDA_class|Enterprise
3725|CAIDA_class|Transit/Access
3727|CAIDA_class|Transit/Access
3728|CAIDA_class|Content
3729|CAIDA_class|Transit/Access
3730|CAIDA_class|Enterprise
3733|CAIDA_class|Enterprise
3734|CAIDA_class|Transit/Access
3736|CAIDA_class|Transit/Access
3737|peerDB_class|Transit/Access
3738|CAIDA_class|Enterprise
3741|peerDB_class|Transit/Access
3742|peerDB_class|Transit/Access
3743|CAIDA_class|Transit/Access
3745|CAIDA_class|Transit/Access
3746|CAIDA_class|Transit/Access
3748|CAIDA_class|Transit/Access
3754|CAIDA_class|Content
3755|CAIDA_class|Transit/Access
3756|CAIDA_class|Transit/Access
3758|CAIDA_class|Transit/Access
3761|CAIDA_class|Transit/Access
3762|CAIDA_class|Transit/Access
3763|CAIDA_class|Enterprise
3766|CAIDA_class|Transit/Access
3769|CAIDA_class|Transit/Access
3776|CAIDA_class|Transit/Access
3777|CAIDA_class|Transit/Access
3778|CAIDA_class|Transit/Access
3782|CAIDA_class|Transit/Access
3784|CAIDA_class|Transit/Access
3785|CAIDA_class|Transit/Access
3786|peerDB_class|Transit/Access
3789|CAIDA_class|Content
3790|CAIDA_class|Transit/Access
3791|CAIDA_class|Enterprise
3794|CAIDA_class|Transit/Access
3795|CAIDA_class|Transit/Access
3800|CAIDA_class|Transit/Access
3801|manual_class|Enterprise
3804|CAIDA_class|Transit/Access
3807|CAIDA_class|Transit/Access
3810|CAIDA_class|Transit/Access
3813|CAIDA_class|Transit/Access
3816|CAIDA_class|Transit/Access
3817|CAIDA_class|Transit/Access
3820|CAIDA_class|Transit/Access
3826|CAIDA_class|Transit/Access
3828|CAIDA_class|Transit/Access
3832|CAIDA_class|Transit/Access
3833|peerDB_class|Transit/Access
3836|CAIDA_class|Transit/Access
3838|CAIDA_class|Enterprise
3839|CAIDA_class|Transit/Access
3842|CAIDA_class|Content
3845|CAIDA_class|Transit/Access
3846|CAIDA_class|Enterprise
3848|CAIDA_class|Transit/Access
3851|CAIDA_class|Transit/Access
3853|peerDB_class|Transit/Access
3855|CAIDA_class|Transit/Access
3856|CAIDA_class|Enterprise
3858|CAIDA_class|Enterprise
3900|CAIDA_class|Transit/Access
3901|CAIDA_class|Transit/Access
3902|CAIDA_class|Transit/Access
3905|CAIDA_class|Transit/Access
3908|peerDB_class|Transit/Access
3909|CAIDA_class|Transit/Access
3910|peerDB_class|Transit/Access
3911|CAIDA_class|Transit/Access
3912|manual_class|Enterprise
3914|CAIDA_class|Transit/Access
3916|CAIDA_class|Enterprise
3917|CAIDA_class|Enterprise
3918|CAIDA_class|Transit/Access
3921|CAIDA_class|Transit/Access
3923|CAIDA_class|Transit/Access
3925|CAIDA_class|Transit/Access
3926|CAIDA_class|Enterprise
3927|CAIDA_class|Enterprise
3930|CAIDA_class|Enterprise
3931|CAIDA_class|Transit/Access
3933|CAIDA_class|Transit/Access
3935|CAIDA_class|Transit/Access
3940|CAIDA_class|Transit/Access
3943|CAIDA_class|Transit/Access
3944|CAIDA_class|Transit/Access
3949|CAIDA_class|Transit/Access
3952|manual_class|Enterprise
3954|CAIDA_class|Transit/Access
3955|CAIDA_class|Transit/Access
3957|CAIDA_class|Transit/Access
3958|CAIDA_class|Transit/Access
3962|CAIDA_class|Transit/Access
3967|CAIDA_class|Transit/Access
3968|CAIDA_class|Transit/Access
3976|CAIDA_class|Enterprise
3999|CAIDA_class|Transit/Access
4004|peerDB_class|Transit/Access
4005|CAIDA_class|Transit/Access
4007|peerDB_class|Transit/Access
